players_id,year,team,league,G,AB,R,H,HR,RBI,SB,CS,BB,SO
06fe57a2bd85,1963,MIN,AL,11,1,0,0,0,0,0,0,0,1
06fe57a2bd85,1967,DET,AL,17,9,0,1,0,0,0,0,0,6
06fe57a2bd85,1968,DET,AL,34,9,0,1,0,0,0,0,0,4
06fe57a2bd85,1969,DET,AL,32,4,1,0,0,0,0,0,0,1
06fe57a2bd85,1970,DET,AL,12,1,0,0,0,0,0,0,0,1
06fe57a2bd85,1970,CLE,AL,43,8,0,0,0,0,0,0,0,4
06fe57a2bd85,1971,CAL,AL,2,0,0,0,0,0,0,0,0,0
0701c804a0a0,2017,MIA,NL,68,0,0,0,0,0,0,0,0,0
0701c804a0a0,2018,MIA,NL,29,9,0,0,0,0,0,0,1,7
0705c6bc60a2,1944,BRO,NL,11,32,3,5,1,1,0,,7,10
0705c6bc60a2,1945,BRO,NL,8,16,2,2,0,0,0,,3,3
07075086bc4f,2003,KCA,AL,13,0,0,0,0,0,0,0,0,0
070990afae0c,1928,CHA,AL,6,6,0,2,0,1,0,0,1,0
070c000a8744,1964,PHI,NL,61,66,16,17,1,6,1,1,9,12
070c000a8744,1965,PHI,NL,93,229,47,54,4,23,3,2,42,44
070c000a8744,1966,PHI,NL,81,255,43,72,10,23,3,2,41,55
070c000a8744,1967,PHI,NL,106,332,47,77,9,30,3,5,41,72
070c000a8744,1968,PHI,NL,110,338,36,86,7,31,8,5,58,72
070c000a8744,1969,PHI,NL,124,361,51,86,12,46,9,6,64,78
070c000a8744,1970,PHI,NL,110,341,43,92,9,47,5,4,39,65
070c000a8744,1971,PHI,NL,10,22,3,4,0,3,0,0,6,2
070c000a8744,1971,ML4,AL,125,375,51,99,21,59,1,2,71,79
070c000a8744,1972,ML4,AL,135,418,58,111,21,65,1,2,54,67
070c000a8744,1973,ML4,AL,142,488,78,120,18,57,15,9,87,83
070c000a8744,1974,ML4,AL,154,554,72,140,17,73,9,7,71,102
070c000a8744,1975,ML4,AL,28,74,12,22,3,5,0,2,20,13
070c000a8744,1975,MIN,AL,87,264,44,61,7,39,6,2,60,41
070d264959a7,1988,CLE,AL,7,9,0,1,0,1,0,0,0,3
0712d4e83833,1934,PHA,AL,5,15,1,4,0,4,0,0,0,2
0712d4e83833,1935,PHA,AL,26,22,2,5,0,0,0,0,1,10
0712d4e83833,1937,PHA,AL,37,90,6,19,0,11,0,0,2,24
0712d4e83833,1938,PHA,AL,42,101,9,20,0,10,0,0,8,28
0712d4e83833,1939,PHA,AL,28,43,2,9,0,3,0,0,0,8
0712d4e83833,1940,PHA,AL,36,62,3,8,0,4,0,0,3,24
0712d4e83833,1941,SLA,AL,32,29,0,3,0,1,0,0,0,9
0712d4e83833,1942,SLA,AL,39,15,1,1,0,0,0,0,1,5
0712d4e83833,1943,SLA,AL,35,22,0,3,0,1,0,0,1,9
0712d4e83833,1944,SLA,AL,42,20,1,5,0,2,0,0,0,7
0712d4e83833,1945,SLA,AL,10,3,0,1,0,0,0,0,0,2
0712d4e83833,1945,DET,AL,22,11,0,2,0,1,0,0,2,3
0712d4e83833,1946,DET,AL,26,7,0,1,0,0,0,0,0,2
0712f664d47b,1946,CHN,NL,3,5,0,1,0,0,0,,0,3
0712f664d47b,1947,CHN,NL,35,60,3,13,0,4,1,,5,18
0712f664d47b,1948,CHN,NL,19,32,3,5,0,2,0,,1,10
0712f664d47b,1949,CHN,NL,36,32,4,7,0,4,1,,5,7
0712f664d47b,1950,CHN,NL,34,35,5,10,0,1,0,,3,4
07136acf3cfd,1934,PIT,NL,87,304,41,67,3,46,6,,32,39
07136acf3cfd,1935,PIT,NL,78,231,27,67,0,19,1,,18,15
07136acf3cfd,1936,PIT,NL,60,197,21,48,2,26,0,,15,13
07136acf3cfd,1937,BRO,NL,149,503,64,142,8,70,13,,74,41
07136acf3cfd,1938,BRO,NL,137,487,68,133,6,79,15,,68,31
07136acf3cfd,1939,BRO,NL,153,587,93,176,10,87,14,,78,30
07136acf3cfd,1940,BRO,NL,118,448,56,115,4,43,4,,70,32
07136acf3cfd,1941,BRO,NL,132,441,75,122,1,78,7,,80,21
07136acf3cfd,1946,BRO,NL,88,242,36,57,3,27,3,,38,17
07136acf3cfd,1947,BRO,NL,41,69,6,18,3,11,0,,12,5
0715380f45ed,2008,LAA,AL,30,0,0,0,0,0,0,0,0,0
0715380f45ed,2009,NYN,NL,4,0,0,0,0,0,0,0,0,0
0715380f45ed,2009,TEX,AL,64,0,0,0,0,0,0,0,0,0
0715380f45ed,2010,TEX,AL,72,0,0,0,0,0,0,0,0,0
0715380f45ed,2011,TEX,AL,16,0,0,0,0,0,0,0,0,0
0715380f45ed,2012,BAL,AL,69,0,0,0,0,0,0,0,0,0
0715380f45ed,2013,BAL,AL,68,1,0,0,0,0,0,0,0,1
0715380f45ed,2014,BAL,AL,68,0,0,0,0,0,0,0,0,0
0715380f45ed,2015,BAL,AL,68,0,0,0,0,0,0,0,0,0
0715380f45ed,2016,BAL,AL,34,0,0,0,0,0,0,0,0,0
0715380f45ed,2017,BAL,AL,64,0,0,0,0,0,0,0,0,0
0715380f45ed,2018,BAL,AL,20,0,0,0,0,0,0,0,0,0
0724a90a7d3b,2002,ATL,NL,2,2,0,0,0,0,0,0,0,1
0724a90a7d3b,2003,ATL,NL,44,5,0,0,0,0,0,0,1,2
0724a90a7d3b,2004,CIN,NL,3,4,0,0,0,0,0,0,0,3
0724cd8c4397,1918,SLN,NL,35,62,7,15,1,8,0,,2,10
0724cd8c4397,1919,SLN,NL,40,48,1,13,0,5,0,,1,8
0724cd8c4397,1920,SLN,NL,49,63,4,14,1,2,0,0,3,5
0724cd8c4397,1921,SLN,NL,39,44,2,5,0,4,0,0,4,7
0724cd8c4397,1922,SLN,NL,48,88,11,17,1,10,0,0,2,10
0724cd8c4397,1923,SLN,NL,45,83,13,28,1,9,0,1,7,8
0724cd8c4397,1924,SLN,NL,49,75,4,15,0,8,0,0,13,9
0724cd8c4397,1925,SLN,NL,33,73,12,15,1,5,1,0,5,0
0724cd8c4397,1926,SLN,NL,36,90,9,22,1,8,0,,1,9
0724cd8c4397,1927,SLN,NL,39,72,9,14,1,5,0,,7,6
0724cd8c4397,1928,SLN,NL,38,84,10,19,1,8,1,,8,10
0724cd8c4397,1929,SLN,NL,33,70,5,16,1,8,0,,2,4
0724cd8c4397,1930,SLN,NL,13,19,3,2,0,0,0,,3,2
0724cd8c4397,1930,BSN,NL,21,42,3,4,0,3,0,,2,3
0724cd8c4397,1931,BSN,NL,27,46,2,14,0,3,0,,3,5
0724cd8c4397,1932,BSN,NL,1,0,0,0,0,0,0,0,0,0
0724cd8c4397,1932,SLN,NL,3,1,1,1,0,0,0,,0,0
0727a03a23b7,1928,SLN,NL,39,13,11,4,0,0,2,,1,2
0727a03a23b7,1930,SLN,NL,6,1,5,0,0,0,0,,0,0
0727a03a23b7,1931,SLN,NL,123,413,68,124,7,75,16,,30,40
0727a03a23b7,1932,SLN,NL,85,323,47,77,4,34,9,,30,31
0727a03a23b7,1933,SLN,NL,145,599,122,189,8,57,26,,67,46
0727a03a23b7,1934,SLN,NL,110,454,74,131,5,49,23,,32,41
0727a03a23b7,1935,SLN,NL,135,539,121,161,9,54,20,,33,58
0727a03a23b7,1936,SLN,NL,143,572,121,177,11,76,23,,58,66
0727a03a23b7,1937,SLN,NL,98,339,60,103,5,38,9,,33,50
0727a03a23b7,1938,SLN,NL,91,269,34,79,2,38,4,,18,34
0727a03a23b7,1939,SLN,NL,88,281,48,86,3,37,6,,30,35
0727a03a23b7,1940,SLN,NL,86,228,28,72,3,39,6,,22,24
0727a03a23b7,1944,SLN,NL,40,86,15,24,2,4,2,,15,11
072922765fbf,2009,SFN,NL,6,10,0,1,0,0,0,0,0,6
072b8f760dd5,1939,SLN,NL,6,4,1,2,0,2,0,,1,1
072b8f760dd5,1940,SLN,NL,80,152,24,41,1,14,3,,9,21
072b8f760dd5,1941,SLN,NL,134,445,83,135,4,50,15,,50,63
072b8f760dd5,1942,SLN,NL,95,314,41,81,3,37,14,,36,40
072b8f760dd5,1943,SLN,NL,91,241,33,54,2,25,8,,24,22
072b8f760dd5,1944,SLN,NL,139,527,106,177,11,72,15,,58,47
072b8f760dd5,1945,SLN,NL,124,446,67,129,3,44,14,,49,24
072b8f760dd5,1946,BSN,NL,129,445,71,148,3,48,21,,34,34
072b8f760dd5,1947,BSN,NL,134,430,74,124,2,32,13,,58,30
072b8f760dd5,1948,PIT,NL,120,392,64,109,1,31,5,,40,25
072b8f760dd5,1949,PIT,NL,20,55,5,12,0,3,0,0,7,3
072b8f760dd5,1949,BRO,NL,8,14,0,0,0,0,0,,0,3
072b8f760dd5,1949,PIT,NL,85,316,50,106,5,36,9,,30,26
072b8f760dd5,1950,PIT,NL,106,318,51,108,8,47,7,,43,17
072b8f760dd5,1950,NYA,AL,19,27,9,9,1,8,0,1,8,1
072b8f760dd5,1951,NYA,AL,46,63,10,13,2,4,2,0,9,11
072b8f760dd5,1952,NYA,AL,15,25,4,4,0,2,2,0,2,3
072b8f760dd5,1952,DET,AL,42,46,5,10,0,3,0,0,6,7
072e8b4ba77e,1912,CHN,NL,1,1,0,0,0,1,0,,1,0
072e8b4ba77e,1914,BRF,FL,23,24,1,6,0,0,0,,3,0
072e8b4ba77e,1926,BOS,AL,2,0,0,0,0,0,0,0,0,0
072e8b4ba77e,1927,BOS,AL,7,2,0,1,0,0,0,0,0,1
072fc5fb82b7,2003,LAN,NL,13,0,0,0,0,0,0,0,1,0
072fc5fb82b7,2004,DET,AL,41,0,0,0,0,0,0,0,0,0
072fc5fb82b7,2007,ATL,NL,7,0,0,0,0,0,0,0,0,0
0732716f7e3c,2018,CHN,NL,10,2,0,0,0,0,0,0,0,2
7_33E+54,1999,MIL,NL,4,2,0,0,0,0,0,0,0,0
7_33E+54,2000,MIL,NL,7,7,1,1,0,0,0,0,0,2
7_33E+54,2001,COL,NL,4,0,0,0,0,0,0,0,0,0
07356ce54e37,1908,CIN,NL,8,18,3,6,0,1,0,,3,3
07356ce54e37,1910,BRO,NL,25,89,14,22,1,13,9,,6,14
07356ce54e37,1911,BRO,NL,146,521,52,122,0,50,32,,42,78
07356ce54e37,1914,PTF,FL,18,64,7,13,0,3,2,,7,10
07363a57b43d,1978,DET,AL,5,0,0,0,0,0,0,0,0,0
07363a57b43d,1979,DET,AL,37,0,0,0,0,0,0,0,0,0
07363a57b43d,1980,DET,AL,17,0,0,0,0,0,0,0,0,0
07363a57b43d,1981,DET,AL,27,0,0,0,0,0,0,0,0,0
07363a57b43d,1982,DET,AL,51,0,0,0,0,0,0,0,0,0
07363a57b43d,1983,TEX,AL,27,0,0,0,0,0,0,0,0,0
07363a57b43d,1984,TEX,AL,24,0,0,0,0,0,0,0,0,0
07363a57b43d,1985,SEA,AL,8,0,0,0,0,0,0,0,0,0
0736ea483ddf,1916,SLN,NL,12,12,1,4,0,2,0,,0,4
073a036d4d3d,1963,HOU,NL,1,1,1,0,0,0,0,0,0,0
073a036d4d3d,1964,HOU,NL,7,1,0,0,0,0,0,0,0,1
073a036d4d3d,1966,SLN,NL,57,8,1,1,1,3,0,0,0,5
073a036d4d3d,1967,SLN,NL,57,11,0,2,0,0,0,0,0,5
073a036d4d3d,1968,SLN,NL,47,6,0,0,0,0,0,0,0,3
073a036d4d3d,1969,SLN,NL,45,5,0,0,0,0,0,0,0,4
073a036d4d3d,1970,PHI,NL,44,10,0,2,0,0,0,0,2,4
073a036d4d3d,1971,PHI,NL,49,10,0,1,0,0,0,0,0,5
073a036d4d3d,1972,PHI,NL,15,1,0,0,0,0,0,0,0,1
073a036d4d3d,1972,ATL,NL,25,4,0,0,0,0,0,0,0,4
073a036d4d3d,1973,ATL,NL,20,0,0,0,0,0,0,0,0,0
073a036d4d3d,1973,KCA,AL,22,0,0,0,0,0,0,0,0,0
073a036d4d3d,1974,KCA,AL,30,0,0,0,0,0,0,0,0,0
073a036d4d3d,1975,PHI,NL,25,2,0,0,0,0,0,0,0,0
073a036d4d3d,1976,TEX,AL,41,0,0,0,0,0,0,0,0,0
073a036d4d3d,1977,CIN,NL,8,0,0,0,0,0,0,0,0,0
073b0ab75fac,1951,WS1,AL,7,9,2,4,0,0,0,0,0,0
073b0ab75fac,1952,CHA,AL,12,8,1,2,0,0,0,0,3,0
073b0ab75fac,1952,SLA,AL,7,11,2,1,0,1,0,0,3,1
073b0ab75fac,1952,CHA,AL,58,142,13,31,0,7,1,0,10,14
073b0ab75fac,1953,SLA,AL,17,6,2,1,0,0,1,1,1,1
073b0ab75fac,1953,NYA,AL,48,58,12,13,1,5,1,1,5,10
073b0ab75fac,1954,NYA,AL,92,116,12,29,1,12,0,3,10,10
073b0ab75fac,1955,BAL,AL,153,487,42,124,1,38,4,3,42,58
073b0ab75fac,1956,BAL,AL,148,461,38,100,2,34,3,6,46,73
073b0ab75fac,1957,BAL,AL,115,314,29,61,0,20,2,1,24,42
073b0ab75fac,1958,BAL,AL,102,214,15,43,1,8,1,1,14,25
073b0ab75fac,1959,BAL,AL,65,88,8,14,0,7,0,0,7,16
073cf81f1138,1954,CIN,NL,4,0,0,0,0,0,0,0,0,0
0746d971d8bb,1996,FLO,NL,106,431,68,133,5,31,16,2,33,68
0746d971d8bb,1997,FLO,NL,154,617,90,171,4,52,32,15,45,108
0746d971d8bb,1998,FLO,NL,133,517,79,146,3,31,41,22,48,78
0746d971d8bb,1999,SLN,NL,154,585,92,161,11,63,37,8,53,82
0746d971d8bb,2000,SLN,NL,150,562,94,156,16,76,21,13,63,77
0746d971d8bb,2001,SLN,NL,141,493,54,128,10,57,17,4,39,73
0746d971d8bb,2002,SLN,NL,152,544,77,166,11,83,22,7,49,57
0746d971d8bb,2003,SLN,NL,157,587,96,194,13,100,34,7,65,54
0746d971d8bb,2004,SLN,NL,149,586,84,168,10,72,17,11,39,78
0746d971d8bb,2005,BOS,AL,153,623,100,172,8,70,9,4,55,100
0746d971d8bb,2006,ATL,NL,149,598,100,175,14,70,17,6,62,89
0746d971d8bb,2007,ATL,NL,124,494,87,164,12,57,11,2,46,77
0746d971d8bb,2008,DET,AL,138,503,69,136,10,55,6,3,37,64
0746d971d8bb,2009,SFN,NL,124,460,50,115,5,48,7,2,39,69
0746d971d8bb,2010,SFN,NL,72,243,26,67,3,22,3,0,21,43
0746d971d8bb,2011,CIN,NL,96,299,34,75,5,36,4,2,24,65
074d23321a01,1986,SFN,NL,6,1,0,0,0,0,0,0,0,1
074d23321a01,1987,SFN,NL,12,1,0,0,0,0,0,0,0,1
074d23321a01,1988,SFN,NL,20,6,0,1,0,0,0,0,0,2
074d23321a01,1989,DET,AL,2,0,0,0,0,0,0,0,0,0
074daa1eb4a8,1907,BSN,NL,2,6,0,2,0,1,0,,1,1
07512b0a8785,1975,OAK,AL,4,0,0,0,0,0,0,0,0,0
07512b0a8785,1976,OAK,AL,24,0,0,0,0,0,0,0,0,0
07512b0a8785,1977,OAK,AL,17,1,0,0,0,0,0,0,0,1
07512b0a8785,1978,OAK,AL,15,0,0,0,0,0,0,0,0,0
07512b0a8785,1979,OAK,AL,29,0,0,0,0,0,0,0,0,0
07512b0a8785,1980,OAK,AL,33,0,0,0,0,0,0,0,0,0
07512b0a8785,1981,OAK,AL,23,0,0,0,0,0,0,0,0,0
07512b0a8785,1982,OAK,AL,29,0,1,0,0,0,0,0,0,0
07512b0a8785,1983,OAK,AL,16,0,0,0,0,0,0,0,0,0
07512b0a8785,1990,OAK,AL,14,0,0,0,0,0,0,0,0,0
75557415014,1958,WS1,AL,87,196,20,41,0,5,1,1,16,26
75557415014,1959,DET,AL,8,2,0,1,0,0,0,0,0,1
07564261b751,1957,CHN,NL,8,4,0,0,0,0,0,0,0,3
07564261b751,1958,CHN,NL,17,17,1,2,0,0,0,0,0,9
07564261b751,1959,CHN,NL,37,80,6,6,0,3,0,0,3,34
07564261b751,1960,CHN,NL,39,71,4,12,0,1,0,0,4,26
07564261b751,1961,CHN,NL,57,42,5,6,2,5,0,0,1,22
07564261b751,1962,CHN,NL,57,23,1,3,0,1,0,0,2,10
07564261b751,1963,DET,AL,32,9,1,4,0,2,0,0,0,3
075ae98ae2e1,1914,KCF,FL,78,194,17,49,1,25,6,,5,30
075c907e5ab6,1974,PHI,NL,26,25,4,3,0,1,0,0,3,7
075c907e5ab6,1975,PHI,NL,24,61,10,16,0,0,2,2,1,9
075c907e5ab6,1976,CHA,AL,73,145,19,36,0,8,12,4,14,21
075c907e5ab6,1977,CHA,AL,139,560,87,154,3,57,4,3,54,49
075c907e5ab6,1978,CHA,AL,49,107,16,24,0,8,3,3,11,12
075c907e5ab6,1979,CHA,AL,136,506,71,144,2,55,22,6,43,40
075c907e5ab6,1980,CHA,AL,45,130,16,25,0,9,5,2,12,16
075c907e5ab6,1980,CLE,AL,81,262,41,86,1,32,9,2,28,25
075c907e5ab6,1981,CLE,AL,68,232,36,61,1,17,16,2,16,19
075c907e5ab6,1982,CLE,AL,101,348,40,93,4,41,18,5,42,41
075c907e5ab6,1983,CLE,AL,117,377,51,100,5,45,6,6,31,43
075c907e5ab6,1984,HOU,NL,9,20,2,4,0,0,0,0,2,2
075c907e5ab6,1984,TEX,AL,47,112,20,33,2,9,3,0,21,17
075c907e5ab6,1985,TEX,AL,57,122,17,32,1,6,8,2,14,17
075ed102f279,1915,SLA,AL,3,9,1,2,0,0,0,,1,2
076316345f64,1950,WS1,AL,17,26,1,3,0,0,0,1,0,15
076316345f64,1951,WS1,AL,18,17,3,3,1,1,0,0,2,12
076316345f64,1953,WS1,AL,31,17,1,2,0,0,0,0,1,8
076316345f64,1954,CHA,AL,5,2,0,0,0,0,0,0,0,2
076316345f64,1954,PHA,AL,29,20,0,1,0,2,0,0,0,7
0764ca4615da,1976,ATL,NL,20,26,1,7,0,2,0,0,4,4
0764ca4615da,1977,ATL,NL,112,361,41,94,5,34,4,5,33,29
0764ca4615da,1978,CHA,AL,24,65,8,19,0,4,1,1,6,7
0764ca4615da,1979,CHA,AL,88,201,24,53,1,23,0,2,12,20
0764ca4615da,1980,CHA,AL,45,121,9,31,1,10,0,2,7,11
07697c0147fa,1975,SFN,NL,8,17,3,4,0,2,1,0,1,2
07697c0147fa,1976,SFN,NL,26,102,14,23,2,10,6,2,8,18
07697c0147fa,1977,SFN,NL,136,413,64,104,13,51,12,4,49,73
07697c0147fa,1978,SFN,NL,156,592,90,181,25,98,15,11,50,72
07697c0147fa,1979,SFN,NL,143,527,84,144,26,86,11,8,63,95
07697c0147fa,1980,SFN,NL,127,437,77,124,22,82,2,5,74,52
07697c0147fa,1981,SFN,NL,99,385,60,103,17,53,1,1,45,45
07697c0147fa,1982,SFN,NL,157,563,90,154,27,103,6,9,90,91
07697c0147fa,1983,SFN,NL,135,492,82,132,20,66,5,3,74,79
07697c0147fa,1984,SFN,NL,57,203,33,65,11,44,1,1,43,29
07697c0147fa,1985,SLN,NL,126,442,71,124,22,87,1,4,83,88
07697c0147fa,1986,SLN,NL,65,232,34,55,9,23,1,1,45,61
07697c0147fa,1987,SLN,NL,131,419,93,120,35,106,1,2,136,139
07697c0147fa,1988,NYA,AL,150,496,81,120,27,93,3,2,113,141
07697c0147fa,1989,SDN,NL,142,455,76,110,26,94,6,2,132,145
07697c0147fa,1990,SDN,NL,115,334,59,89,25,62,4,3,104,91
07697c0147fa,1991,BOS,AL,140,481,75,120,28,87,0,2,96,133
07697c0147fa,1992,BOS,AL,81,257,32,54,5,33,1,1,56,87
076f686350ee,1978,MIN,AL,15,44,7,11,1,3,1,1,7,13
076f686350ee,1979,MIN,AL,96,229,42,57,8,35,6,3,24,45
076f686350ee,1980,MIN,AL,81,200,26,50,2,20,2,1,12,51
076f686350ee,1981,SDN,NL,58,112,13,24,2,13,3,1,11,24
076f686350ee,1982,SDN,NL,71,55,7,10,1,2,0,0,1,14
0771107f6974,1991,SEA,AL,14,16,2,1,0,0,0,0,1,5
0771107f6974,1992,SEA,AL,35,100,9,24,1,7,4,2,5,16
0771107f6974,1993,SEA,AL,110,373,53,108,1,44,19,11,33,54
0771107f6974,1994,SEA,AL,77,228,37,60,4,18,5,1,24,28
0771107f6974,1995,SEA,AL,90,238,45,67,2,19,21,2,21,33
0771107f6974,1996,SEA,AL,118,312,69,91,1,29,25,6,47,55
0771107f6974,1997,SEA,AL,89,190,34,54,1,21,12,8,10,34
0771107f6974,1998,SEA,AL,73,134,25,37,1,4,11,1,13,24
0771107f6974,1999,BAL,AL,91,137,21,38,0,11,9,6,15,20
0771107f6974,2000,BAL,AL,30,60,10,13,0,6,6,2,7,8
0771c167c4db,2013,ATL,NL,2,4,0,0,0,0,0,0,0,3
0771c167c4db,2014,ATL,NL,45,17,1,1,0,1,0,0,0,8
0771c167c4db,2015,COL,NL,17,23,1,2,0,0,0,0,0,9
0771c167c4db,2016,COL,NL,2,0,0,0,0,0,0,0,0,0
0771c167c4db,2018,NYA,AL,1,0,0,0,0,0,0,0,0,0
0771c167c4db,2018,MIN,AL,1,0,0,0,0,0,0,0,0,0
0771c167c4db,2018,NYA,AL,2,0,0,0,0,0,0,0,0,0
0772b1427e76,2004,ARI,NL,29,86,3,15,0,8,2,0,0,33
0772b1427e76,2007,CIN,NL,1,0,0,0,0,0,0,0,0,0
0777bc6ea338,1934,CIN,NL,99,358,38,117,2,50,3,,17,18
0777bc6ea338,1935,CIN,NL,28,68,8,12,0,11,0,,2,2
077a648e1a60,2000,MIN,AL,30,82,10,19,1,8,0,2,8,22
077a648e1a60,2001,MIN,AL,69,197,28,54,10,32,1,1,19,58
077a648e1a60,2002,MIN,AL,44,135,19,34,5,15,2,1,6,33
077a648e1a60,2002,SDN,NL,48,92,12,27,6,13,0,1,9,26
077a648e1a60,2003,SDN,NL,115,198,29,52,8,29,6,2,24,51
077a648e1a60,2004,SDN,NL,38,60,7,12,2,6,0,0,6,19
077a648e1a60,2004,NYN,NL,2,3,0,0,0,0,0,0,1,1
07848a49b2bc,1897,PHI,NL,3,10,0,3,0,0,0,,1,2
07848a49b2bc,1898,PHI,NL,25,92,9,21,0,14,4,,7,15
07848a49b2bc,1903,BSN,NL,136,489,61,111,1,46,23,,52,36
07848a49b2bc,1904,BSN,NL,154,579,76,148,3,54,24,,40,55
07848a49b2bc,1905,BSN,NL,153,610,70,170,3,41,30,,35,51
07848a49b2bc,1907,PIT,NL,147,496,63,130,2,82,35,,65,48
07848a49b2bc,1908,PIT,NL,146,500,43,125,1,61,22,,58,49
07848a49b2bc,1909,PIT,NL,36,87,13,20,1,16,2,,19,11
07848a49b2bc,1910,PIT,NL,3,3,0,0,0,0,0,,0,0
07848a49b2bc,1910,BSN,NL,52,178,20,44,0,10,2,,12,16
078a05266a20,1942,CLE,AL,5,10,0,1,0,0,0,0,0,3
078a05266a20,1946,CLE,AL,2,8,2,4,0,1,0,0,0,0
078a05266a20,1947,CLE,AL,10,8,0,1,0,0,0,0,1,1
078a05266a20,1947,NYA,AL,2,0,1,0,0,0,0,1,0,0
078afd93194a,2003,KCA,AL,50,2,0,0,0,0,0,0,0,1
078afd93194a,2004,KCA,AL,30,0,0,0,0,0,0,0,0,0
078afd93194a,2005,KCA,AL,21,7,0,0,0,0,0,0,0,1
078afd93194a,2008,CHA,AL,31,0,0,0,0,0,0,0,0,0
078afd93194a,2009,CHA,AL,49,0,0,0,0,0,0,0,0,0
078afd93194a,2010,PIT,NL,45,6,0,0,0,0,0,0,0,3
078afd93194a,2010,ARI,NL,18,0,0,0,0,0,0,0,0,0
078afd93194a,2011,NYN,NL,42,0,0,0,0,0,0,0,0,0
078afd93194a,2012,NYN,NL,4,0,0,0,0,0,0,0,0,0
079427097a42,1922,CIN,NL,1,1,0,1,0,0,0,0,0,0
079530cd2011,1999,NYA,AL,32,45,12,9,1,2,1,0,1,10
079530cd2011,2000,NYA,AL,98,184,33,38,6,21,5,0,17,48
079530cd2011,2001,NYA,AL,51,81,12,13,5,12,1,2,4,23
079530cd2011,2002,ANA,AL,2,1,0,0,0,0,0,0,0,1
07980ec1484c,2007,COL,NL,12,1,0,0,0,0,0,0,0,1
079c084bba9c,1959,KC1,AL,3,0,0,0,0,0,0,0,0,0
079c084bba9c,1959,NYA,AL,1,2,0,0,0,0,0,0,0,1
079c084bba9c,1960,CHN,NL,30,20,2,3,0,1,0,0,1,9
07a20ac92ad4,1972,CHA,AL,6,1,1,0,0,0,0,0,0,0
07a20ac92ad4,1973,CHA,AL,6,0,0,0,0,0,0,0,0,0
07a32cbb0ad9,1920,SLA,AL,2,6,1,1,0,1,0,0,1,1
07a32cbb0ad9,1921,SLA,AL,6,4,0,0,0,0,0,0,0,4
07a83ec3a9b2,2018,TBA,AL,85,288,43,80,10,34,6,5,31,95
07a84dd07cc2,2013,WAS,NL,9,14,0,2,0,0,0,0,0,3
07a84dd07cc2,2014,WAS,NL,5,8,1,1,0,0,0,0,0,4
07a84dd07cc2,2015,WAS,NL,4,6,0,2,0,0,0,0,0,2
07ab45315fa5,1895,PIT,NL,6,20,0,3,0,1,0,,0,2
07b164a4181e,2014,COL,NL,7,14,1,3,1,3,0,0,2,4
07b164a4181e,2015,SFN,NL,7,10,1,2,0,1,1,0,4,1
07b28723c190,1890,LS2,AA,133,493,87,126,1,82,62,,62,
07b28723c190,1891,LS2,AA,126,436,77,96,1,52,36,,54,46
07b32f57c27a,1899,WAS,NL,1,1,0,0,0,0,0,,0,0
07b85fe26e24,1961,KC1,AL,11,24,1,3,0,1,0,0,1,6
07b8d049dee8,1895,BSN,NL,9,35,7,8,2,9,0,,4,2
07bccccff9a8,1938,BSN,NL,8,3,2,1,0,0,0,,0,0
07bf317e6378,1982,MIN,AL,55,119,13,29,4,13,0,0,8,28
07bf317e6378,1983,MIN,AL,124,373,43,93,11,56,0,1,34,51
07bf317e6378,1984,MIN,AL,113,311,46,69,11,43,1,2,31,60
07bf317e6378,1985,MIN,AL,97,234,26,56,10,35,3,0,24,30
07bf317e6378,1986,MIN,AL,130,357,50,96,7,45,5,3,39,63
07bf317e6378,1987,MIN,AL,122,293,46,74,11,46,10,3,43,49
07bf317e6378,1988,MIN,AL,136,394,51,103,14,51,8,6,58,49
07bf317e6378,1989,MIN,AL,141,391,60,103,14,54,5,8,48,73
07bf317e6378,1990,MIN,AL,73,181,17,44,6,18,0,3,21,27
07bf317e6378,1991,MIN,AL,93,165,21,50,6,23,0,2,24,25
07bf317e6378,1992,MIN,AL,100,182,14,39,2,22,1,1,11,37
07bf317e6378,1993,MIN,AL,35,45,1,7,0,3,0,0,7,13
07c0f1b4bf17,1977,BOS,AL,29,0,0,0,0,0,0,0,0,0
07c0f1b4bf17,1978,CLE,AL,33,0,0,0,0,0,0,0,0,0
07c0f1b4bf17,1979,CLE,AL,33,0,0,0,0,0,0,0,0,0
07c0f1b4bf17,1980,CLE,AL,4,0,0,0,0,0,0,0,0,0
07c15f898563,1977,SLN,NL,41,29,2,4,0,1,0,0,9,6
07c15f898563,1978,SLN,NL,27,24,0,3,0,2,0,0,1,8
07c15f898563,1979,SLN,NL,3,4,0,1,0,1,0,0,0,1
07c15f898563,1980,SLN,NL,30,13,0,3,0,0,0,0,0,4
07c15f898563,1981,SDN,NL,38,4,0,1,0,0,0,0,0,1
07ce2735e3bc,1966,CHN,NL,11,0,0,0,0,0,0,0,1,0
07ce2735e3bc,1967,NYN,NL,6,1,0,0,0,0,0,0,0,0
07ce2735e3bc,1968,NYN,NL,9,1,0,1,0,0,0,0,1,0
07dcdd9ba43c,1929,BOS,AL,24,16,2,1,0,2,0,0,0,3
07e10c09b6af,1915,PHI,NL,153,563,85,143,7,30,15,27,77,62
07e10c09b6af,1916,PHI,NL,142,477,53,101,3,33,15,,74,57
