id,country,birthDate,deathDate,nameFirst,nameLast,weight,height,bats,throws
0496bdf971ec,USA,1888-12-11,1953-03-11,Fred,Toney,195,74,R,R
0499cff81b0f,USA,1926-02-05,,Hank,Workman,185,73,L,R
049cafa0f634,Venezuela,1966-02-01,,Eddie,Zambrano,175,74,R,R
049e3a3bc723,USA,1984-09-18,,Donnie,Veal,235,76,L,L
04a77558c1e7,USA,1975-09-18,,Randy,Williams,200,75,L,L
04a7dc92e847,USA,1912-09-04,1980-02-01,Fred,Walters,210,73,R,R
04afd18ece41,USA,1968-08-26,,Brian,Bark,170,69,L,L
04b3eb97857d,USA,1889-12-14,1953-09-29,Lefty,Tyler,175,72,L,L
04b4df60fd05,USA,1901-02-03,1987-01-01,Ernie,Maun,165,72,R,R
04b7cb98c5bf,Venezuela,1990-05-10,,Salvador,Perez,240,76,R,R
04bad3545c33,USA,1943-02-01,,Ron,Woods,168,70,R,R
04bbdb5a35c8,USA,1896-02-26,1968-05-27,Rip,Collins,205,73,R,R
04bc5b431412,USA,1982-07-18,,Josh,Banks,215,75,R,R
04c511025299,USA,1942-07-15,,Don,Bosch,160,70,B,R
04c74206533a,USA,1947-11-26,,Larry,Gura,170,72,B,L
04ca0de52919,USA,1953-08-10,,Tom,Brookens,165,70,R,R
04caff59f020,D.R.,1994-02-06,,David,Paulino,222,79,R,R
04d30fd18bda,USA,1961-10-13,,Mike,Capel,175,73,R,R
04d86643809f,USA,1979-03-12,,David,Williams,215,75,L,L
04d8f9afd530,USA,1974-01-14,,Mike,Frank,185,74,L,L
04db092ae3ef,USA,1948-04-14,,Ron,Schueler,205,76,R,R
04e9de996190,USA,1873-01-19,1930-09-19,Arlie,Pond,160,70,R,R
04ead81e95aa,USA,1902-09-19,1971-01-27,Bruce,Connatser,170,71,R,R
04f3c2e3f384,USA,1960-08-25,,Bob,Meacham,175,73,B,R
04f4736f1aa5,USA,1876-10-15,1948-02-16,Percy,Coleman,,,,R
04f6e8061026,USA,1881-11-20,1944-12-09,Swat,McCabe,187,70,L,R
04f6fe340d51,USA,1939-10-21,2009-02-12,Ted,Uhlaender,190,74,L,R
04fb2c0056a4,USA,1942-10-06,,Jerry,Grote,185,70,R,R
04fd6910a189,USA,1894-03-10,1933-03-16,Jack,Wieneke,182,72,R,L
04fe153b29bd,USA,1936-08-17,2008-06-15,John,Buzhardt,195,74,R,R
0505a8d82cdc,USA,1987-12-26,,Mike,Minor,210,76,R,L
0506aa1497bf,USA,1896-07-20,1969-01-11,Ollie,Fuhrman,185,71,B,R
050eb6edb41b,USA,1895-04-24,1963-04-23,Harry,Harper,165,74,L,L
050ed6229f93,USA,1899-03-29,1966-04-04,Herb,McQuaid,185,74,R,R
050ef084605f,USA,1905-11-28,2000-05-03,Ed,Chapman,185,73,B,R
05100c1ca5b1,USA,1876-12-16,1960-08-25,Fred,Crolius,,,L,
0516d010a171,USA,1992-12-04,,Jake,Cave,200,72,L,L
0519abbd95a0,USA,1873-04-07,1934-02-25,John,McGraw,155,67,L,R
051fa6a2a478,USA,1927-06-18,1975-09-03,Irv,Medlinger,185,71,L,L
05258d7e9f52,USA,1882-07-03,1955-02-15,Tom,Tennant,165,71,L,L
05262e00a148,USA,1967-02-19,,Keith,Kessinger,185,74,B,R
052bdc4b454d,USA,1935-10-12,2011-04-15,Bobo,Osborne,205,73,L,R
052be093d8d2,D.R.,1964-02-07,,Bien,Figueroa,170,70,R,R
052be46a5436,Cuba,1981-08-28,,Yunesky,Maya,215,72,R,R
052ca927a80f,USA,1973-05-06,,Mike,Kinkade,210,73,R,R
0531c1ee2cf8,USA,1906-01-24,1985-08-26,Stu,Clarke,160,68,R,R
0534356ca8b8,USA,1902-05-21,1983-08-16,Earl,Averill,172,69,L,R
053466789fa7,USA,1992-01-23,,Jacob,May,180,70,B,R
05380cf16baf,USA,1966-03-23,,Mike,Remlinger,195,72,L,L
0538befb5e66,USA,1881-10-18,1968-09-14,Hans,Lobert,170,69,R,R
0539a3c07a8b,P.R.,1981-04-29,,Omir,Santos,215,72,R,R
053af98845a2,USA,,1892-03-29,Adam,Rocap,170,69,,
053bc305ab4b,Panama,1972-12-28,,Einar,Diaz,165,70,R,R
053f1cc3c19d,USA,1922-10-06,2011-02-15,Joe,Frazier,180,72,L,R
053f6ead81f0,USA,1875-09-04,1959-02-15,Lefty,Houtz,170,70,L,L
054e43373810,USA,1924-11-18,2006-10-31,Rocky,Nelson,175,70,L,L
05555d530656,USA,1936-05-30,,Mel,Nelson,185,72,R,L
055797855b45,USA,1939-02-08,,Harvey,Branch,175,72,R,L
056130db2d55,USA,1878-04-08,1944-04-16,Pop,Foster,,68,R,R
056539a0553e,USA,1869-02-14,1912-04-17,Ace,Stewart,176,70,R,R
056d2eaa2495,USA,1946-03-31,,Bill,Denehy,200,75,B,R
057226d5f202,USA,1875-12-02,1955-06-06,Mike,Kelley,210,72,R,R
05755e94f614,USA,1883-10-14,1969-10-13,Harry,Huston,168,69,R,R
058055480e91,USA,1964-06-28,,Kevin,Reimer,215,74,L,R
05894f3ab605,USA,1956-04-04,,Tom,Herr,175,72,B,R
058f8086e094,USA,1869-08-04,1918-01-24,Mike,Gaule,,74,L,L
059503d39d7a,At Sea,1888-12-05,1954-07-13,Ed,Porray,170,71,R,R
0597590d0ade,,,,Molly,Moore,,,,R
0598274e831a,USA,1867-12-17,1929-11-20,Babe,Doty,160,72,L,R
059a116af44f,USA,1987-06-30,,Ryan,Cook,215,74,R,R
059a92dad9e1,USA,1960-04-27,,Jim,Eppard,180,74,L,L
05a053e3f898,USA,1964-02-25,,Rich,Rowland,210,73,R,R
05a601e40ad7,USA,1973-03-09,,Aaron,Boone,190,74,R,R
05a9725e6d86,USA,1964-06-28,,Mark,Grace,190,74,L,L
05a9c1a7b64b,USA,1901-02-13,1973-08-27,Herman,Layne,165,71,R,R
05a9d5598857,USA,1860-02-03,1917-09-13,Gene,Derby,160,67,L,
05ac1fc93dcf,USA,1932-05-02,,Eddie,Bressoud,175,73,R,R
05adf786c635,Nicaragua,1994-11-02,,Jonathan,Loaisiga,165,71,R,R
05af32e8e3b7,P.R.,1981-10-17,,Edwin,Maysonet,180,73,R,R
05b235b45ca9,USA,1895-01-09,1978-04-03,Ray,French,158,69,R,R
05b4a8fea24c,USA,1980-07-02,,Jermaine,Van Buren,220,73,R,R
05b5a4dfd416,USA,1936-12-07,2001-11-23,Bo,Belinsky,191,74,L,L
05b697c576b2,USA,1890-08-16,1977-01-16,Baby Doll,Jacobson,215,75,R,R
05b856d2f838,USA,1881-01-12,1968-03-09,Jim,Callahan,145,69,R,R
05ba26079928,USA,1943-01-25,,Brian,McCall,170,70,L,L
05c5dc073b0a,USA,1886-03-11,1939-05-22,Fred,Link,170,72,L,L
05c73fb64a79,USA,1914-01-21,1976-06-20,Blix,Donnelly,166,70,R,R
05c9a369fff4,USA,1897-01-03,1977-01-24,Pete,Turgeon,145,66,R,R
05cfa659b365,USA,1907-08-21,1967-10-19,Art,Garibaldi,165,68,R,R
05d3e8843ac6,USA,1981-03-16,,Curtis,Granderson,200,73,L,R
05d805d4ad4f,USA,1902-03-18,1983-01-27,Squire,Potter,185,73,R,R
05da4279fa49,USA,1934-07-22,2010-11-30,R C,Stevens,219,77,R,L
05dd5ab5f289,USA,1867-03-21,1888-03-24,Bill,Collver,,,,
05de3f036bc1,USA,1947-12-03,,Gerry,Pirtle,185,73,R,R
05e2064cb45f,Ireland,1856-04-02,1941-01-24,Tommy,Bond,160,67,R,R
05ea8c46d89b,USA,1916-09-25,2004-10-06,Norm,Schlueter,175,70,R,R
05f4febf1002,USA,1986-09-04,,Jordan,Schafer,205,73,L,L
05f98cbe5c3b,USA,1963-01-22,,Javier,Ortiz,220,76,R,R
05fa6b8a6fe7,USA,1900-01-01,1949-12-21,Teddy,Kearns,180,71,R,R
05fcd7dc7182,USA,1931-12-13,2006-01-14,Bubba,Morton,175,70,R,R
0609489611d0,USA,1916-09-12,1990-05-23,Charlie,Keller,185,70,L,R
06099e08b808,USA,1981-01-08,,Derek,Thompson,180,74,L,L
060fef16fa30,USA,1880-01-21,1926-08-23,Emil,Batch,170,67,R,R
061b6c94de0c,USA,1976-09-13,,Wade,Miller,185,74,R,R
061c4ed1845f,USA,1914-05-04,1986-07-10,Harl,Maggert,190,72,R,R
061f4e164460,USA,1992-11-27,,Bradley,Zimmer,220,77,L,R
062312f41a4e,USA,1915-02-09,1970-07-24,Harvey,Green,185,74,B,R
0625104ddc58,USA,1859-07-12,1887-07-08,Frank,McIntyre,,,,
062b23739584,USA,1885-01-08,1965-05-17,Bill,Bartley,190,71,R,R
062d4124b1ff,USA,1949-09-15,,Don,Carrithers,180,74,R,R
062dd2639e0d,USA,1959-04-19,,R. J.,Reynolds,190,72,B,R
063096aefc97,USA,1885-10-26,1918-10-21,Harry,Chapman,160,71,R,R
06329494c37b,USA,1890-04-28,1969-04-09,Frank,Scanlan,175,73,L,L
0632cd25c5e6,USA,1915-02-03,1978-11-23,Buck,Ross,170,74,R,R
063559f1c9df,USA,1947-01-21,,Bill,Stein,170,70,R,R
0637eb8c9ba1,USA,1971-09-13,,Brent,Brede,190,76,L,L
0639f105a92f,USA,1953-08-05,,John,Hale,195,74,L,R
063a0c2d1eda,USA,1988-10-04,,Lonnie,Chisenhall,190,74,L,R
063a1836daf4,USA,1974-08-30,,Kris,Foster,200,73,R,R
063a3b66e681,USA,1866-06-21,1940-03-02,Matt,Kilroy,175,69,L,L
063b629495fe,USA,1983-03-10,,Donnie,Murphy,190,70,R,R
063bdf6f19f2,USA,1972-09-13,,Chan,Perry,200,74,R,R
063cf664d0f6,USA,1983-09-15,,Luke,Hochevar,225,77,R,R
064a3a2ff0be,USA,1941-01-27,2008-12-14,Nick,Willhite,190,74,L,L
064d5aaf6937,USA,1938-07-06,1986-01-24,John,Boozer,205,75,R,R
064e9f764253,USA,1976-10-19,,Michael,Young,200,73,R,R
0651299f67a0,USA,1980-02-13,,Drew,Henson,222,77,R,R
065a07d467cf,Belize,1965-12-19,,Chito,Martinez,180,70,L,L
065da6162aab,USA,1920-11-02,2007-09-20,John,Sullivan,170,70,R,R
065f4b001066,USA,1948-12-20,,Jim,Norris,175,70,L,L
06602ddbcdc8,USA,1860-03-03,1925-03-04,John,Ward,165,69,L,R
066483a74c8d,USA,1964-10-31,,Steve,Rosenberg,186,72,L,L
066616711749,USA,1911-02-13,2008-05-20,Herb,Hash,180,73,R,R
06683eafa30b,USA,1964-08-10,,Bill,Wilkinson,160,70,R,L
066cac4e812b,USA,1954-09-10,,Preston,Hanna,195,73,R,R
066f3ebc97ea,USA,1906-03-27,1955-11-23,Fred,Tauby,168,69,R,R
0672434b6671,USA,1931-10-04,2016-10-19,Joe,Kirrene,195,74,R,R
067dd7814d7c,USA,1967-09-30,,John,DeSilva,193,72,R,R
0682996fb761,USA,1926-07-15,1998-11-30,Jesse,Levan,172,72,L,R
0683fceaf7a8,USA,1910-04-08,1999-06-25,Charlie,English,160,69,R,R
068493f31585,USA,1879-11-02,1952-05-04,Burt,Keeley,170,69,R,R
068756ed4412,USA,1935-01-17,1970-04-12,Dick,Brown,176,74,R,R
068f512dee43,USA,1893-09-30,1947-09-28,Duke,Kelleher,180,67,,R
06960021593e,CAN,1942-12-13,,Fergie,Jenkins,205,77,R,R
06a558054e6d,USA,1976-02-13,,Brian,Rose,215,75,R,R
06a675e448f7,USA,1960-09-06,,Greg,Olson,200,72,R,R
06a8f4a11ecf,USA,1966-01-05,,Steve,Shifflett,205,73,R,R
06aa578ffadf,USA,1952-02-03,,Fred,Lynn,185,73,L,L
06ac16c922f7,Venezuela,1967-04-03,,Miguel,Garcia,173,71,L,L
06aeaed7765b,USA,1981-07-03,,Dan,Meyer,225,74,R,L
06b20341129f,USA,1976-12-22,,Jason,Lane,225,74,R,L
06b59059d357,USA,1915-12-20,2000-08-06,Marv,Felderman,187,73,R,R
06b9693d9929,USA,1906-03-10,1995-12-02,Art,Herring,168,67,R,R
06b9b6528495,USA,1920-07-13,1987-01-10,Frank,Hiller,200,72,R,R
06baa61098fc,D.R.,1974-10-11,,Jesus,Sanchez,165,70,L,L
06bab508a239,D.R.,1964-08-04,,Ruben,Rodriguez,170,72,R,R
06c1f225cee9,USA,1884-10-01,1950-08-20,Ed,Zmich,180,72,L,L
06c3dc97c857,USA,1870-04-14,1950-04-30,Tom,Niland,160,71,R,R
06c57e1c7b4f,D.R.,1963-12-10,,Luis,Polonia,155,68,L,L
06c72586ac05,USA,1913-11-26,2006-11-09,Garton,Del Savio,165,69,R,R
06c7bb98bff0,USA,1988-12-30,,Drew,Rucinski,190,74,R,R
06cdb1f7134c,USA,1943-12-20,2001-09-29,John,Noriega,185,76,R,R
06ceba6ed703,USA,1982-04-10,,Colt,Morton,230,77,R,R
06d20efd62e3,USA,1987-05-24,,Blake,Tekotte,180,71,L,R
06d344c7e3c9,USA,1891-05-04,1959-04-05,Frank,Bruggy,195,71,R,R
06dad5227cc9,USA,1887-06-05,1980-08-08,Allan,Collamore,170,72,R,R
06ddcc615085,USA,1909-04-10,1964-06-15,Jim,Spotts,175,70,R,R
06de72f1bc0c,P.R.,1947-03-19,,Angel,Mangual,178,70,R,R
06df1db9df40,USA,1925-03-24,2007-04-10,Dick,Kryhoski,182,74,L,L
06e316930ff9,USA,1983-12-16,,Tom,Wilhelmsen,220,78,R,R
06e7c9e6137d,USA,1969-06-21,,Donovan,Osborne,195,74,B,L
06f29a79d5c9,USA,1969-05-26,,John,O'Donoghue,198,78,L,L
06f3956a5e32,Cuba,1895-06-13,1970-07-15,Emilio,Palmero,157,71,L,L
06f57c20f707,USA,1897-12-21,1953-05-03,Pete,Scott,175,71,R,R
06f78abf0772,USA,1922-10-21,1989-01-28,Stan,Partenheimer,175,71,R,L
06f9060b11b0,USA,,1897-08-01,Jake,Seymour,,,,
06fa54763818,USA,1942-07-21,2013-12-25,Mike,Hegan,188,73,L,L
06fe57a2bd85,USA,1941-08-19,,Fred,Lasher,190,75,R,R
0701c804a0a0,D.R.,1993-01-18,,Jarlin,Garcia,210,75,L,L
07075086bc4f,USA,1976-08-31,,Jason,Gilfillan,220,77,R,R
070990afae0c,USA,1898-02-04,1977-03-31,Johnny,Mann,160,71,R,R
070c000a8744,USA,1944-03-10,,John,Briggs,190,73,L,L
070d264959a7,USA,1963-05-27,,Scott,Jordan,175,72,R,R
0712d4e83833,USA,1907-08-04,1955-12-18,George,Caster,180,73,R,R
0712f664d47b,USA,1921-02-17,2000-05-18,Doyle,Lade,183,70,R,R
07136acf3cfd,USA,1912-12-01,1990-08-10,Cookie,Lavagetto,170,72,R,R
0715380f45ed,USA,1982-10-22,,Darren,O'Day,220,76,R,R
0724a90a7d3b,South Korea,1980-07-15,,Jung,Bong,175,75,L,L
0724cd8c4397,USA,1896-08-15,1968-11-14,Bill,Sherdel,160,70,L,L
0727a03a23b7,USA,1904-02-29,1965-03-05,Pepper,Martin,170,68,R,R
072922765fbf,USA,1982-10-04,,Ryan,Sadowski,185,76,R,R
072b8f760dd5,USA,1916-07-18,2003-06-01,Johnny,Hopp,170,70,L,L
072e8b4ba77e,USA,1886-10-30,1949-03-18,Rudy,Sommers,165,71,B,L
072fc5fb82b7,USA,1979-02-22,,Steve,Colyer,200,76,L,L
0732716f7e3c,USA,1990-10-28,,Justin,Hancock,185,76,R,R
073271821e47,Venezuela,1975-10-19,,Horacio,Estrada,185,73,L,L
07356ce54e37,USA,1887-06-17,1953-09-11,Bob,Coulson,175,70,R,R
07363a57b43d,USA,1953-03-02,,Dave,Tobik,190,73,R,R
0736ea483ddf,USA,1891-01-02,1971-01-01,Joe,Lotz,175,68,R,R
073a036d4d3d,USA,1936-11-12,1996-10-04,Joe,Hoerner,200,73,R,L
073b0ab75fac,Cuba,1926-05-24,1996-09-07,Willy,Miranda,150,69,B,R
073cf81f1138,USA,1928-08-03,1999-04-12,Cliff,Ross,195,76,L,L
0746d971d8bb,Colombia,1976-08-07,,Edgar,Renteria,200,73,R,R
074d23321a01,USA,1960-10-05,,Randy,Bockus,190,74,L,R
074daa1eb4a8,USA,1882-07-08,1909-04-17,Oscar,Westerberg,186,72,B,R
07512b0a8785,USA,1955-03-19,,Mike,Norris,175,74,R,R
075557415014,Cuba,1933-10-19,2008-03-08,Ossie,Alvarez,165,70,R,R
07564261b751,USA,1935-09-29,2015-03-12,Bob,Anderson,210,76,R,R
075ae98ae2e1,USA,1886-01-17,1942-06-30,Cad,Coles,174,72,L,R
075c907e5ab6,USA,1951-09-03,,Alan,Bannister,170,71,R,R
075ed102f279,USA,1889-11-04,1966-03-24,George,O'Brien,185,72,R,R
076316345f64,USA,1921-10-07,1993-08-17,Al,Sima,187,72,R,L
0764ca4615da,USA,1953-01-25,,Junior,Moore,185,71,R,R
07697c0147fa,USA,1955-11-10,,Jack,Clark,175,74,R,R
076f686350ee,USA,1954-02-24,,Dave,Edwards,170,72,R,R
0771107f6974,USA,1962-04-01,,Rich,Amaral,175,72,R,R
0771c167c4db,USA,1987-09-27,,David,Hale,210,74,R,R
0772b1427e76,D.R.,1982-10-14,,Jerry,Gil,215,75,R,R
0777bc6ea338,USA,1908-03-13,1963-02-15,Harlin,Pool,195,70,L,R
077a648e1a60,USA,1973-07-21,,Brian,Buchanan,230,76,R,R
07848a49b2bc,USA,1877-04-15,1957-01-06,Ed,Abbaticchio,170,71,R,R
078a05266a20,USA,1923-11-09,2002-03-08,Ted,Sepkowski,190,71,L,R
078afd93194a,USA,1977-04-12,,D. J.,Carrasco,215,76,R,R
079427097a42,USA,1898-12-17,1984-02-22,Red,Lutz,170,70,R,R
079530cd2011,USA,1968-11-18,,Clay,Bellinger,195,75,R,R
07980ec1484c,USA,1978-11-25,,Zach,McClellan,190,77,R,R
079c084bba9c,USA,1930-12-07,2006-02-21,Mark,Freeman,220,76,R,R
07a20ac92ad4,USA,1949-03-23,,Jim,Geddes,200,74,R,R
07a32cbb0ad9,USA,1896-06-05,1969-10-21,Ray,Richmond,175,72,R,R
07a83ec3a9b2,D.R.,1995-09-02,,Willy,Adames,200,72,R,R
07a84dd07cc2,USA,1989-01-17,,Taylor,Jordan,210,77,R,R
07ab45315fa5,USA,,1901-11-02,John,Corcoran,,,R,R
07b164a4181e,USA,1986-05-14,,Jackson,Williams,200,70,R,R
07b28723c190,USA,1867-11-06,1944-05-18,Tim,Shinnick,150,69,B,R
07b32f57c27a,USA,1873-05-31,1940-07-16,Bill,Leith,208,73,,R
07b85fe26e24,USA,1937-07-09,2014-08-12,Gordon,MacKenzie,175,71,R,R
07b8d049dee8,USA,1870-07-01,1908-05-09,Charlie,Nyce,160,68,,
07bccccff9a8,USA,1915-11-23,1988-12-16,Bob,Kahle,170,72,R,R
07bf317e6378,USA,1958-10-05,,Randy,Bush,186,73,L,L
07c0f1b4bf17,USA,1953-09-03,,Mike,Paxton,190,71,R,R
07c15f898563,USA,1955-02-09,,John,Urrea,200,75,R,R
07ce2735e3bc,USA,1941-11-02,2018-06-17,Bill,Connors,180,73,R,R
07dcdd9ba43c,USA,1907-07-27,1984-10-13,Ed,Carroll,185,75,R,R
07e10c09b6af,USA,1891-04-20,1972-10-09,Dave,Bancroft,160,69,B,R
07e1b482cd71,USA,1865-03-24,1907-06-24,Billy,Klusman,185,70,R,R
07e1c6656207,USA,1964-02-09,,Ed,Whited,195,75,R,R
07e670f7fe1d,USA,1937-04-05,2004-07-19,Roger,Marquis,190,72,L,L
07e72ad6537c,USA,1907-11-11,1964-12-13,Hank,Erickson,185,73,R,R
07e8272354a0,USA,1956-09-02,,Fred,Howard,190,75,R,R
07f3b3045661,D.R.,1963-03-13,,Mariano,Duncan,160,72,R,R
07fa24ecc28e,USA,1983-04-19,,Joe,Mauer,225,77,L,R
07fc9c9a7663,USA,1866-08-30,1923-11-29,Frank,Pears,145,69,,R
07ff715484dc,USA,1954-01-30,,Dave,Stegman,190,71,R,R
080456d6309a,Cuba,1904-02-15,1978-01-02,Oscar,Estrada,160,68,L,L
0808f3b9e978,USA,1984-01-08,,Jeff,Francoeur,225,76,R,R
080a8205bd81,USA,1910-05-19,1971-05-24,Tommy,Thompson,155,69,L,R
080b5b202051,USA,1852-12-10,1929-01-09,Frank,Bliss,,,,
080bd69cb22a,USA,1892-03-13,1968-05-26,Chippy,Gaw,180,71,R,R
080ed000edf2,USA,1945-12-03,,Steve,Huntz,204,73,B,R
0811523a48ce,USA,1872-09-09,1958-11-03,John,Eubank,215,74,R,R
081f2f43f7e7,USA,1906-08-19,1977-01-12,Tex,Carleton,180,73,B,R
08239db0f34e,USA,1873-01-23,1913-08-25,Red,Donahue,187,72,R,R
082ae0a89081,USA,1949-07-09,,Steve,Luebber,185,75,R,R
082b3565f1af,USA,1873-01-01,1933-03-25,Tom,Donovan,168,74,R,R
082dd99380dc,USA,1966-01-21,,Chris,Hammond,190,73,L,L
082ec764b623,USA,1916-07-24,1992-11-05,Dick,Hahn,176,71,R,R
08322fe5ecbe,USA,1992-06-26,,Austin,Voth,201,74,R,R
083ca5398621,USA,1931-05-29,,John,Baumgartner,190,73,R,R
083e707b2987,CAN,,,George,Walker,184,69,,
0847622da772,USA,1956-05-22,,Mark,Brouhard,210,73,R,R
084826711d9a,USA,1966-10-29,,Pat,Combs,200,75,L,L
08496852621d,USA,1992-03-03,,Harrison,Musgrave,205,73,L,L
084b387096c7,USA,1930-01-23,2016-01-19,Frank,Sullivan,215,78,R,R
08543e29eaaf,USA,1929-01-22,2009-06-09,Jack,Littrell,179,72,R,R
0857491af64a,USA,1984-12-15,,Cole,Garner,215,74,R,R
0858e48e703d,USA,1928-06-29,2018-11-16,Nick,Testa,180,68,R,R
0859fe6ad43c,USA,1914-07-23,1980-05-21,Frank,Croucher,165,71,R,R
085aad018d3a,USA,1978-04-03,,Bobby,Hill,175,70,B,R
08624bee2a6e,USA,1975-10-09,,J. J.,Trujillo,180,72,R,R
0864c7dbcc59,USA,1852-12-31,1914-09-02,Alfred,Metcalfe,,,,
086a95f9613f,USA,1912-09-01,1993-12-21,Ham,Schulte,158,68,R,R
086d7537a2fc,USA,1883-02-08,1906-03-25,Joe,Cassidy,144,69,R,R
086dd3accef5,USA,1913-03-26,1982-11-02,Bill,Zuber,195,74,R,R
08705d683408,D.R.,1992-06-19,2014-10-26,Oscar,Taveras,200,74,L,L
0876f7b1d686,USA,,,,Lewis,,,,
087cb768ffc7,D.R.,1983-10-05,,Felipe,Paulino,270,75,R,R
0880457da845,USA,1893-02-17,1981-05-08,Eddie,Onslow,170,72,L,L
08812a83929f,USA,1899-12-12,1968-03-15,Allie,Watt,154,68,R,R
08840a1c17d6,D.R.,1991-01-08,,Carlos,Contreras,215,71,R,R
088641ae3c97,USA,1884-05-05,1954-05-22,Chief,Bender,185,74,R,R
0888f486e2ac,USA,1890-05-11,1929-11-29,Jimmy,Whelan,165,68,R,R
0889ae133c0b,USA,1963-03-10,,John,Cangelosi,150,68,B,L
0889c272e5a0,USA,1867-08-08,1912-11-08,Cupid,Childs,185,68,L,R
0894a501e0f6,USA,1963-12-01,,Greg,Harris,190,75,R,R
08984f233b1d,USA,1865-01-19,1936-05-05,Bill,Anderson,,,,
089893becf46,USA,1849-01-29,1916-02-25,Art,Allison,150,68,,
0898e3c47533,USA,1922-05-03,2004-12-27,Ernest,Groth,185,69,R,R
089c2d6c9046,USA,1982-01-12,,Dontrelle,Willis,230,74,L,L
08a139ed920f,USA,1952-09-15,,Don,Collins,195,74,R,L
08a2a8b27590,USA,1963-08-29,,Jeff,Richardson,185,75,R,R
08a3f7548685,USA,1891-08-19,1928-04-06,Ike,McAuley,150,69,B,R
08a7ebc92101,USA,,,Jerry,Connors,,,,
08b1b775b3b5,Venezuela,1981-02-18,,Alex,Serrano,200,73,R,R
08b67a3d9987,USA,1892-06-01,1953-08-16,Ty,Tyson,169,71,R,R
08b994bb8cd8,Australia,1976-11-24,,Damian,Moss,187,72,R,L
08c177f7b2cb,USA,1977-01-12,,Reggie,Taylor,175,73,L,R
08c3c0a97b52,USA,1983-05-20,,Adam,Rosales,200,74,R,R
08c445009c06,USA,1995-05-03,,Austin,Meadows,210,75,L,L
08c60c017d2e,USA,1879-10-10,1974-01-20,Homer,Hillebrand,165,68,R,L
08c61151a8bb,USA,,1913-01-15,Icicle,Reeder,195,73,R,
08ca4ac962c9,USA,1921-12-12,2001-12-18,Bill,Howerton,185,71,L,R
08cb5d58d78b,P.R.,1969-11-09,,Angel,Miranda,160,73,L,L
08cb5e9751ea,USA,1977-01-28,,Lyle,Overbay,235,74,L,L
08cc611f5cf4,USA,1875-11-13,1947-01-31,Johnny,Kling,160,69,R,R
08d098aa9440,USA,1972-07-19,,Brian,Smith,185,71,R,R
08d0dbbb443b,Curacao,1973-12-30,,Ralph,Milliard,170,71,R,R
08d5c6c50e8a,USA,,,John,Ryan,170,72,L,R
08d8c1def79a,USA,1974-10-28,,Braden,Looper,210,76,R,R
08da70ba15f0,USA,1981-04-28,,Chad,Santos,220,71,L,L
08da96a8934d,USA,1864-02-18,1930-04-23,Larry,Twitchell,185,72,R,R
08dbc23b06f5,USA,1878-10-04,1924-07-27,Bob,Dresser,,,L,L
08e271097a05,CAN,1873-04-26,1947-09-28,Jim,Cockman,145,66,R,R
08e57d16df9f,USA,1936-08-12,2013-10-01,Ellis,Burton,160,71,B,R
08e8a000e47c,USA,1981-03-27,,Brian,Slocum,215,74,R,R
08e8df20d89d,USA,1974-02-11,,Trey,Beamon,195,75,L,R
08eb85eb5406,Mexico,1951-04-11,,Sid,Monge,185,74,B,L
08f15947ce84,USA,1980-10-25,,Clint,Nageotte,200,75,R,R
08f47372b872,USA,1866-07-05,1947-12-17,Lee,Viau,160,64,R,R
08f58909ea12,USA,1880-01-31,1961-08-02,Walter,Morris,,71,R,R
08f6dfb32932,USA,1962-07-13,,Robbie,Wine,190,74,R,R
08fbc0a9a11c,D.R.,1956-06-29,,Pedro,Guerrero,176,71,R,R
08fecc9a83f6,Venezuela,1983-07-14,,J. C.,Gutierrez,245,75,R,R
08ff79c0a6bd,Japan,1976-06-08,,Kenji,Johjima,205,72,R,R
0900501deef7,USA,1960-07-24,,Jeff,Kaiser,195,75,R,L
09026f3f31cc,D.R.,1957-06-04,,Tony,Pena,175,72,R,R
0903957f3a60,USA,1888-09-05,1962-03-27,Bill,Chambers,185,69,R,R
0903f57ac63e,USA,1944-05-19,2017-09-01,Stan,Swanson,168,71,R,R
090810e4d2ae,USA,1993-09-14,,Andrew,Vasquez,228,78,L,L
0908e06efeee,USA,1989-08-09,,Jason,Heyward,240,77,L,L
090d85ed2683,USA,1983-09-16,,Brandon,Moss,210,73,L,R
09113902009b,USA,1987-01-14,,Logan,Forsythe,195,73,R,R
09159e57a5e7,USA,1914-07-18,2005-02-22,Ben,Huffman,175,71,L,R
091a9aa7ec7e,CAN,1865-07-06,1894-03-24,Mike,Jones,168,71,L,L
091d0cc969d3,P.R.,1979-11-07,,Willie,Collazo,180,68,L,L
091df8113e1d,USA,1917-05-07,1995-09-07,Al,Papai,185,75,R,R
091f4ea47d84,USA,1899-02-07,1954-10-22,Earl,Whitehill,174,69,L,L
092460e4501a,USA,1975-08-15,,Aaron,Scheffer,175,74,L,R
09292a8539ae,USA,1915-03-15,2010-09-01,Don,Lang,175,72,R,R
092d5bea4578,USA,1916-04-28,1967-07-25,Mike,Chartak,180,74,L,L
093868b3c6d5,USA,1950-03-05,,Doug,Bird,180,76,R,R
094471c50d14,USA,1904-02-27,1985-05-11,Bud,Teachout,183,74,R,L
09454f4235b6,USA,1993-12-29,,Chase,De Jong,205,76,L,R
094e43be8dbd,USA,1879-01-21,1944-05-09,Snake,Deal,164,72,R,R
